unique_id,ds,y
0211060020 BIOMICROSCOPIA DE FUNDO DE OLHO,2020-11-01,0
0211060020 BIOMICROSCOPIA DE FUNDO DE OLHO,2020-12-01,0
0211060020 BIOMICROSCOPIA DE FUNDO DE OLHO,2021-01-01,0
0211060020 BIOMICROSCOPIA DE FUNDO DE OLHO,2021-02-01,0
0211060020 BIOMICROSCOPIA DE FUNDO DE OLHO,2021-03-01,0
0211060020 BIOMICROSCOPIA DE FUNDO DE OLHO,2021-04-01,0
0211060020 BIOMICROSCOPIA DE FUNDO DE OLHO,2021-05-01,0
0211060020 BIOMICROSCOPIA DE FUNDO DE OLHO,2021-06-01,0
0211060020 BIOMICROSCOPIA DE FUNDO DE OLHO,2021-07-01,0
0211060020 BIOMICROSCOPIA DE FUNDO DE OLHO,2021-08-01,0
0211060020 BIOMICROSCOPIA DE FUNDO DE OLHO,2021-09-01,0
0211060020 BIOMICROSCOPIA DE FUNDO DE OLHO,2021-10-01,0
0211060020 BIOMICROSCOPIA DE FUNDO DE OLHO,2021-11-01,0
0211060020 BIOMICROSCOPIA DE FUNDO DE OLHO,2021-12-01,0
0211060020 BIOMICROSCOPIA DE FUNDO DE OLHO,2022-01-01,0
0211060020 BIOMICROSCOPIA DE FUNDO DE OLHO,2022-02-01,0
0211060020 BIOMICROSCOPIA DE FUNDO DE OLHO,2022-03-01,0
0211060020 BIOMICROSCOPIA DE FUNDO DE OLHO,2022-04-01,0
0211060020 BIOMICROSCOPIA DE FUNDO DE OLHO,2022-05-01,0
0211060020 BIOMICROSCOPIA DE FUNDO DE OLHO,2022-06-01,0
0211060020 BIOMICROSCOPIA DE FUNDO DE OLHO,2022-07-01,1001
0211060020 BIOMICROSCOPIA DE FUNDO DE OLHO,2022-08-01,1150
0211060020 BIOMICROSCOPIA DE FUNDO DE OLHO,2022-09-01,763
0211060020 BIOMICROSCOPIA DE FUNDO DE OLHO,2022-10-01,629
0211060020 BIOMICROSCOPIA DE FUNDO DE OLHO,2022-11-01,420
0211060020 BIOMICROSCOPIA DE FUNDO DE OLHO,2022-12-01,203
0211060020 BIOMICROSCOPIA DE FUNDO DE OLHO,2023-01-01,469
0211060020 BIOMICROSCOPIA DE FUNDO DE OLHO,2023-02-01,482
0211060020 BIOMICROSCOPIA DE FUNDO DE OLHO,2023-03-01,719
0211060020 BIOMICROSCOPIA DE FUNDO DE OLHO,2023-04-01,601
0211060020 BIOMICROSCOPIA DE FUNDO DE OLHO,2023-05-01,792
0211060020 BIOMICROSCOPIA DE FUNDO DE OLHO,2023-06-01,836
0211060020 BIOMICROSCOPIA DE FUNDO DE OLHO,2023-07-01,780
0211060020 BIOMICROSCOPIA DE FUNDO DE OLHO,2023-08-01,990
0211060020 BIOMICROSCOPIA DE FUNDO DE OLHO,2023-09-01,768
0211060020 BIOMICROSCOPIA DE FUNDO DE OLHO,2023-10-01,517
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2017-10-01,0
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2017-11-01,0
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2017-12-01,0
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2018-01-01,100
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2018-02-01,61
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2018-03-01,63
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2018-04-01,85
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2018-05-01,22
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2018-06-01,48
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2018-07-01,45
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2018-08-01,106
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2018-09-01,68
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2018-10-01,135
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2018-11-01,118
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2018-12-01,153
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2019-01-01,70
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2019-02-01,142
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2019-03-01,59
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2019-04-01,150
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2019-05-01,145
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2019-06-01,81
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2019-07-01,43
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2019-08-01,111
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2019-09-01,72
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2019-10-01,169
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2019-11-01,34
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2019-12-01,61
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2020-01-01,110
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2020-02-01,120
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2020-03-01,49
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2020-04-01,0
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2020-05-01,0
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2020-06-01,0
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2020-07-01,0
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2020-08-01,0
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2020-09-01,1
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2020-10-01,0
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2020-11-01,42
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2020-12-01,72
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2021-01-01,74
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2021-02-01,141
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2021-03-01,1
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2021-04-01,0
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2021-05-01,0
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2021-06-01,0
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2021-07-01,7
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2021-08-01,2
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2021-09-01,11
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2021-10-01,6
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2021-11-01,5
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2021-12-01,2
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2022-01-01,3
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2022-02-01,18
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2022-03-01,0
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2022-04-01,14
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2022-05-01,1
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2022-06-01,45
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2022-07-01,0
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2022-08-01,0
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2022-09-01,0
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2022-10-01,0
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2022-11-01,0
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2022-12-01,0
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2023-01-01,0
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2023-02-01,0
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2023-03-01,0
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2023-04-01,0
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2023-05-01,0
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2023-06-01,0
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2023-07-01,0
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2023-08-01,0
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2023-09-01,0
0211060038 CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,2023-10-01,0
0211060054 CERATOMETRIA,2017-10-01,0
0211060054 CERATOMETRIA,2017-11-01,0
0211060054 CERATOMETRIA,2017-12-01,0
0211060054 CERATOMETRIA,2018-01-01,0
0211060054 CERATOMETRIA,2018-02-01,0
0211060054 CERATOMETRIA,2018-03-01,0
0211060054 CERATOMETRIA,2018-04-01,3
0211060054 CERATOMETRIA,2018-05-01,0
0211060054 CERATOMETRIA,2018-06-01,0
0211060054 CERATOMETRIA,2018-07-01,1
0211060054 CERATOMETRIA,2018-08-01,0
0211060054 CERATOMETRIA,2018-09-01,1
0211060054 CERATOMETRIA,2018-10-01,2
0211060054 CERATOMETRIA,2018-11-01,1
0211060054 CERATOMETRIA,2018-12-01,0
0211060054 CERATOMETRIA,2019-01-01,0
0211060054 CERATOMETRIA,2019-02-01,0
0211060054 CERATOMETRIA,2019-03-01,1
0211060054 CERATOMETRIA,2019-04-01,1
0211060054 CERATOMETRIA,2019-05-01,0
0211060054 CERATOMETRIA,2019-06-01,0
0211060054 CERATOMETRIA,2019-07-01,0
0211060054 CERATOMETRIA,2019-08-01,0
0211060054 CERATOMETRIA,2019-09-01,0
0211060054 CERATOMETRIA,2019-10-01,0
0211060054 CERATOMETRIA,2019-11-01,0
0211060054 CERATOMETRIA,2019-12-01,0
0211060054 CERATOMETRIA,2020-01-01,0
0211060054 CERATOMETRIA,2020-02-01,0
0211060054 CERATOMETRIA,2020-03-01,0
0211060054 CERATOMETRIA,2020-04-01,0
0211060054 CERATOMETRIA,2020-05-01,0
0211060054 CERATOMETRIA,2020-06-01,0
0211060054 CERATOMETRIA,2020-07-01,0
0211060054 CERATOMETRIA,2020-08-01,1
0211060054 CERATOMETRIA,2020-09-01,0
0211060054 CERATOMETRIA,2020-10-01,0
0211060054 CERATOMETRIA,2020-11-01,0
0211060054 CERATOMETRIA,2020-12-01,1
0211060054 CERATOMETRIA,2021-01-01,1
0211060054 CERATOMETRIA,2021-02-01,0
0211060054 CERATOMETRIA,2021-03-01,0
0211060054 CERATOMETRIA,2021-04-01,0
0211060054 CERATOMETRIA,2021-05-01,0
0211060054 CERATOMETRIA,2021-06-01,0
0211060054 CERATOMETRIA,2021-07-01,3
0211060054 CERATOMETRIA,2021-08-01,0
0211060054 CERATOMETRIA,2021-09-01,0
0211060054 CERATOMETRIA,2021-10-01,0
0211060054 CERATOMETRIA,2021-11-01,1
0211060054 CERATOMETRIA,2021-12-01,0
0211060054 CERATOMETRIA,2022-01-01,0
0211060054 CERATOMETRIA,2022-02-01,50
0211060054 CERATOMETRIA,2022-03-01,33
0211060054 CERATOMETRIA,2022-04-01,0
0211060054 CERATOMETRIA,2022-05-01,7
0211060054 CERATOMETRIA,2022-06-01,0
0211060054 CERATOMETRIA,2022-07-01,70
0211060054 CERATOMETRIA,2022-08-01,61
0211060054 CERATOMETRIA,2022-09-01,11
0211060054 CERATOMETRIA,2022-10-01,2
0211060054 CERATOMETRIA,2022-11-01,2
0211060054 CERATOMETRIA,2022-12-01,0
0211060054 CERATOMETRIA,2023-01-01,0
0211060054 CERATOMETRIA,2023-02-01,0
0211060054 CERATOMETRIA,2023-03-01,0
0211060054 CERATOMETRIA,2023-04-01,1
0211060054 CERATOMETRIA,2023-05-01,0
0211060054 CERATOMETRIA,2023-06-01,2
0211060054 CERATOMETRIA,2023-07-01,0
0211060054 CERATOMETRIA,2023-08-01,6
0211060054 CERATOMETRIA,2023-09-01,0
0211060054 CERATOMETRIA,2023-10-01,0
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2017-10-01,0
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2017-11-01,0
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2017-12-01,0
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2018-01-01,55
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2018-02-01,56
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2018-03-01,37
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2018-04-01,67
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2018-05-01,34
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2018-06-01,34
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2018-07-01,60
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2018-08-01,101
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2018-09-01,60
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2018-10-01,103
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2018-11-01,59
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2018-12-01,122
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2019-01-01,122
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2019-02-01,90
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2019-03-01,88
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2019-04-01,103
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2019-05-01,112
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2019-06-01,47
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2019-07-01,117
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2019-08-01,127
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2019-09-01,77
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2019-10-01,97
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2019-11-01,92
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2019-12-01,68
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2020-01-01,130
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2020-02-01,62
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2020-03-01,41
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2020-04-01,0
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2020-05-01,0
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2020-06-01,0
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2020-07-01,0
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2020-08-01,0
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2020-09-01,0
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2020-10-01,5
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2020-11-01,37
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2020-12-01,66
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2021-01-01,46
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2021-02-01,140
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2021-03-01,60
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2021-04-01,111
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2021-05-01,119
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2021-06-01,23
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2021-07-01,105
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2021-08-01,62
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2021-09-01,281
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2021-10-01,94
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2021-11-01,117
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2021-12-01,97
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2022-01-01,105
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2022-02-01,54
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2022-03-01,114
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2022-04-01,80
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2022-05-01,194
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2022-06-01,82
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2022-07-01,439
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2022-08-01,419
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2022-09-01,0
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2022-10-01,0
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2022-11-01,0
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2022-12-01,0
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2023-01-01,12
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2023-02-01,0
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2023-03-01,0
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2023-04-01,0
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2023-05-01,1
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2023-06-01,0
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2023-07-01,0
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2023-08-01,0
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2023-09-01,0
0211060062 CURVA DIARIA DE PRESSAO OCULAR CDPO (MINIMO 3 MEDIDAS),2023-10-01,0
0211060097 ESTESIOMETRIA,2017-10-01,0
0211060097 ESTESIOMETRIA,2017-11-01,0
0211060097 ESTESIOMETRIA,2017-12-01,0
0211060097 ESTESIOMETRIA,2018-01-01,0
0211060097 ESTESIOMETRIA,2018-02-01,0
0211060097 ESTESIOMETRIA,2018-03-01,0
0211060097 ESTESIOMETRIA,2018-04-01,0
0211060097 ESTESIOMETRIA,2018-05-01,0
0211060097 ESTESIOMETRIA,2018-06-01,0
0211060097 ESTESIOMETRIA,2018-07-01,0
0211060097 ESTESIOMETRIA,2018-08-01,0
0211060097 ESTESIOMETRIA,2018-09-01,0
0211060097 ESTESIOMETRIA,2018-10-01,0
0211060097 ESTESIOMETRIA,2018-11-01,0
0211060097 ESTESIOMETRIA,2018-12-01,0
0211060097 ESTESIOMETRIA,2019-01-01,0
0211060097 ESTESIOMETRIA,2019-02-01,0
0211060097 ESTESIOMETRIA,2019-03-01,0
0211060097 ESTESIOMETRIA,2019-04-01,0
0211060097 ESTESIOMETRIA,2019-05-01,0
0211060097 ESTESIOMETRIA,2019-06-01,0
0211060097 ESTESIOMETRIA,2019-07-01,0
0211060097 ESTESIOMETRIA,2019-08-01,0
0211060097 ESTESIOMETRIA,2019-09-01,0
0211060097 ESTESIOMETRIA,2019-10-01,0
0211060097 ESTESIOMETRIA,2019-11-01,0
0211060097 ESTESIOMETRIA,2019-12-01,0
0211060097 ESTESIOMETRIA,2020-01-01,0
0211060097 ESTESIOMETRIA,2020-02-01,0
0211060097 ESTESIOMETRIA,2020-03-01,0
0211060097 ESTESIOMETRIA,2020-04-01,0
0211060097 ESTESIOMETRIA,2020-05-01,0
0211060097 ESTESIOMETRIA,2020-06-01,0
0211060097 ESTESIOMETRIA,2020-07-01,0
0211060097 ESTESIOMETRIA,2020-08-01,0
0211060097 ESTESIOMETRIA,2020-09-01,0
0211060097 ESTESIOMETRIA,2020-10-01,0
0211060097 ESTESIOMETRIA,2020-11-01,0
0211060097 ESTESIOMETRIA,2020-12-01,0
0211060097 ESTESIOMETRIA,2021-01-01,0
0211060097 ESTESIOMETRIA,2021-02-01,0
0211060097 ESTESIOMETRIA,2021-03-01,0
0211060097 ESTESIOMETRIA,2021-04-01,0
0211060097 ESTESIOMETRIA,2021-05-01,0
0211060097 ESTESIOMETRIA,2021-06-01,0
0211060097 ESTESIOMETRIA,2021-07-01,0
0211060097 ESTESIOMETRIA,2021-08-01,0
0211060097 ESTESIOMETRIA,2021-09-01,0
0211060097 ESTESIOMETRIA,2021-10-01,0
0211060097 ESTESIOMETRIA,2021-11-01,0
0211060097 ESTESIOMETRIA,2021-12-01,0
0211060097 ESTESIOMETRIA,2022-01-01,0
0211060097 ESTESIOMETRIA,2022-02-01,0
0211060097 ESTESIOMETRIA,2022-03-01,0
0211060097 ESTESIOMETRIA,2022-04-01,0
0211060097 ESTESIOMETRIA,2022-05-01,0
0211060097 ESTESIOMETRIA,2022-06-01,0
0211060097 ESTESIOMETRIA,2022-07-01,3
0211060097 ESTESIOMETRIA,2022-08-01,0
0211060097 ESTESIOMETRIA,2022-09-01,0
0211060097 ESTESIOMETRIA,2022-10-01,0
0211060097 ESTESIOMETRIA,2022-11-01,0
0211060097 ESTESIOMETRIA,2022-12-01,0
0211060097 ESTESIOMETRIA,2023-01-01,0
0211060097 ESTESIOMETRIA,2023-02-01,0
0211060097 ESTESIOMETRIA,2023-03-01,0
0211060097 ESTESIOMETRIA,2023-04-01,0
0211060097 ESTESIOMETRIA,2023-05-01,0
0211060097 ESTESIOMETRIA,2023-06-01,0
0211060097 ESTESIOMETRIA,2023-07-01,0
0211060097 ESTESIOMETRIA,2023-08-01,0
0211060097 ESTESIOMETRIA,2023-09-01,0
0211060097 ESTESIOMETRIA,2023-10-01,0
0211060100 FUNDOSCOPIA,2017-10-01,0
0211060100 FUNDOSCOPIA,2017-11-01,0
0211060100 FUNDOSCOPIA,2017-12-01,0
0211060100 FUNDOSCOPIA,2018-01-01,0
0211060100 FUNDOSCOPIA,2018-02-01,0
0211060100 FUNDOSCOPIA,2018-03-01,0
0211060100 FUNDOSCOPIA,2018-04-01,67
0211060100 FUNDOSCOPIA,2018-05-01,50
0211060100 FUNDOSCOPIA,2018-06-01,16
0211060100 FUNDOSCOPIA,2018-07-01,228
0211060100 FUNDOSCOPIA,2018-08-01,197
0211060100 FUNDOSCOPIA,2018-09-01,192
0211060100 FUNDOSCOPIA,2018-10-01,199
0211060100 FUNDOSCOPIA,2018-11-01,139
0211060100 FUNDOSCOPIA,2018-12-01,695
0211060100 FUNDOSCOPIA,2019-01-01,400
0211060100 FUNDOSCOPIA,2019-02-01,332
0211060100 FUNDOSCOPIA,2019-03-01,399
0211060100 FUNDOSCOPIA,2019-04-01,497
0211060100 FUNDOSCOPIA,2019-05-01,257
0211060100 FUNDOSCOPIA,2019-06-01,343
0211060100 FUNDOSCOPIA,2019-07-01,521
0211060100 FUNDOSCOPIA,2019-08-01,368
0211060100 FUNDOSCOPIA,2019-09-01,328
0211060100 FUNDOSCOPIA,2019-10-01,365
0211060100 FUNDOSCOPIA,2019-11-01,283
0211060100 FUNDOSCOPIA,2019-12-01,253
0211060100 FUNDOSCOPIA,2020-01-01,565
0211060100 FUNDOSCOPIA,2020-02-01,561
0211060100 FUNDOSCOPIA,2020-03-01,290
0211060100 FUNDOSCOPIA,2020-04-01,0
0211060100 FUNDOSCOPIA,2020-05-01,11
0211060100 FUNDOSCOPIA,2020-06-01,0
0211060100 FUNDOSCOPIA,2020-07-01,0
0211060100 FUNDOSCOPIA,2020-08-01,39
0211060100 FUNDOSCOPIA,2020-09-01,140
0211060100 FUNDOSCOPIA,2020-10-01,138
0211060100 FUNDOSCOPIA,2020-11-01,194
0211060100 FUNDOSCOPIA,2020-12-01,378
